:START_ID,:END_ID,:TYPE
15769,170044,菜系
15774,170044,菜系
15775,165605,菜系
15778,170044,菜系
15781,170044,菜系
15783,167577,菜系
15784,170044,菜系
15786,170044,菜系
15788,170044,菜系
15791,167577,菜系
15794,167577,菜系
15795,167067,菜系
15798,170044,菜系
15799,170044,菜系
15800,167577,菜系
15801,170044,菜系
15804,170044,菜系
15804,170044,菜系
15805,164872,菜系
15806,167577,菜系
15807,167577,菜系
15813,170044,菜系
15814,170044,菜系
15818,167577,菜系
15821,167577,菜系
15825,167577,菜系
15826,170044,菜系
15834,167577,菜系
15835,167577,菜系
15837,164154,菜系
15840,170044,菜系
15849,167577,菜系
15851,170044,菜系
15855,170044,菜系
15858,170044,菜系
15860,167577,菜系
15861,167577,菜系
15865,170044,菜系
15866,170044,菜系
15868,166476,菜系
15868,166476,菜系
15871,170044,菜系
15875,170044,菜系
15880,167577,菜系
15884,170044,菜系
15885,165605,菜系
15885,162903,菜系
15886,170044,菜系
15888,170044,菜系
15890,170044,菜系
15891,170044,菜系
15898,170044,菜系
15899,167577,菜系
15905,170044,菜系
15908,170044,菜系
15909,170044,菜系
15911,170044,菜系
15912,167577,菜系
15913,170044,菜系
15917,170044,菜系
15924,170044,菜系
15926,167577,菜系
15932,167577,菜系
15933,170044,菜系
15935,162903,菜系
15936,170044,菜系
15937,170044,菜系
15940,170044,菜系
15943,167577,菜系
15947,170044,菜系
15950,167577,菜系
15954,167577,菜系
15958,167577,菜系
15961,170044,菜系
15966,165458,菜系
15968,167577,菜系
15970,170044,菜系
15973,167577,菜系
15975,166476,菜系
15977,170044,菜系
15980,167577,菜系
15982,170044,菜系
15983,167577,菜系
15985,170044,菜系
15986,167577,菜系
15987,167577,菜系
15991,165605,菜系
15992,167577,菜系
15993,166476,菜系
15995,170044,菜系
15997,170044,菜系
15998,167577,菜系
16000,167577,菜系
16002,170044,菜系
16004,170044,菜系
16005,170044,菜系
16010,170044,菜系
16013,170044,菜系
16014,170044,菜系
16018,170044,菜系
16020,170044,菜系
16023,170044,菜系
16025,170044,菜系
16027,170044,菜系
16030,167577,菜系
16031,170044,菜系
16032,170044,菜系
16033,170044,菜系
16037,170044,菜系
16041,170044,菜系
16046,167577,菜系
16050,167577,菜系
16051,170044,菜系
16057,170044,菜系
16059,170044,菜系
16061,163633,菜系
16063,167577,菜系
16066,170044,菜系
16069,170044,菜系
16085,167577,菜系
16087,170044,菜系
16089,170044,菜系
16091,170044,菜系
16094,170044,菜系
16096,170044,菜系
16097,167577,菜系
16099,167540,菜系
16100,167577,菜系
16102,165605,菜系
16104,170044,菜系
16109,170044,菜系
16111,167577,菜系
16112,170044,菜系
16119,170044,菜系
16123,167577,菜系
16130,165605,菜系
16131,170044,菜系
16133,170044,菜系
16144,170044,菜系
16145,167577,菜系
16146,165458,菜系
16147,163633,菜系
16147,170044,菜系
16151,165605,菜系
16156,170044,菜系
16158,170044,菜系
16168,164872,菜系
16169,163633,菜系
16171,170044,菜系
16173,170044,菜系
16181,166476,菜系
16183,167577,菜系
16188,167577,菜系
16189,170044,菜系
16190,170044,菜系
16192,164154,菜系
16194,167577,菜系
16197,170044,菜系
16199,167577,菜系
16207,170044,菜系
16215,170044,菜系
16216,170044,菜系
16218,170044,菜系
16219,170044,菜系
16223,167577,菜系
16224,170044,菜系
16227,167577,菜系
16229,170044,菜系
16233,167577,菜系
16234,167577,菜系
16235,166191,菜系
16241,167577,菜系
16245,170044,菜系
16246,170044,菜系
16247,175572,菜系
16248,167577,菜系
16251,167577,菜系
16254,170044,菜系
16254,170044,菜系
16258,170044,菜系
16266,165304,菜系
16269,167577,菜系
16269,170044,菜系
16270,170044,菜系
16271,170044,菜系
16272,170044,菜系
16273,167577,菜系
16276,170044,菜系
16277,167577,菜系
16278,50461,
16278,50450,
16280,170044,菜系
16281,165304,菜系
16282,167577,菜系
16286,170044,菜系
16287,170044,菜系
16289,170044,菜系
16292,167577,菜系
16295,167577,菜系
16301,170044,菜系
16304,167577,菜系
16304,167577,菜系
16305,170044,菜系
16308,170044,菜系
16314,165605,菜系
16316,170044,菜系
16321,167577,菜系
16322,167577,菜系
16324,167577,菜系
16325,170044,菜系
16327,170044,菜系
16329,167577,菜系
16332,165605,菜系
16334,167577,菜系
16334,167577,菜系
16337,170044,菜系
16338,170044,菜系
16340,170044,菜系
16343,170044,菜系
16346,170044,菜系
16348,170044,菜系
16350,170044,菜系
16351,170044,菜系
16352,165605,
16352,50462,
16353,170044,菜系
16355,170044,菜系
16355,170044,菜系
16356,170044,菜系
16359,170044,菜系
16360,170044,菜系
16361,170044,菜系
16366,170044,菜系
16367,170044,菜系
16370,164154,菜系
16373,170044,菜系
16375,170044,菜系
16379,162903,菜系
16386,170044,菜系
16389,170044,菜系
16395,164154,菜系
16396,170044,菜系
16398,167577,菜系
16401,170044,菜系
16404,170044,菜系
16405,170044,菜系
16406,170044,菜系
16407,170044,菜系
16410,170044,菜系
16411,166324,菜系
16416,167577,菜系
16417,170044,菜系
16418,164154,菜系
16420,164154,菜系
16422,170044,菜系
16428,167577,菜系
16434,170044,菜系
16435,170044,菜系
16436,170044,菜系
16439,170044,菜系
16440,170044,菜系
16441,170044,菜系
16442,167577,菜系
16443,170044,菜系
16445,170044,菜系
16446,170044,菜系
16447,162903,菜系
16449,167577,菜系
16451,170044,菜系
16453,165605,菜系
16454,162754,菜系
16455,170044,菜系
16456,170044,菜系
16458,167577,菜系
16460,167577,菜系
16461,166324,菜系
16461,164872,菜系
16468,166476,菜系
16471,170044,菜系
16472,167261,菜系
16473,162903,菜系
16475,164154,菜系
16476,50375,
16478,164872,菜系
16483,170044,菜系
16487,170044,菜系
16489,162903,菜系
16490,170044,菜系
16495,170044,菜系
16501,167577,菜系
16502,170044,菜系
16504,170044,菜系
16506,170044,菜系
16509,170044,菜系
16510,170044,菜系
16526,165605,菜系
16527,167577,菜系
16530,167577,菜系
16531,170044,菜系
16532,170044,菜系
16533,170044,菜系
16537,164086,菜系
16538,170044,菜系
16542,167577,菜系
16549,170044,菜系
16551,170044,菜系
16554,167577,菜系
16556,167577,菜系
16562,170044,菜系
16566,170044,菜系
16569,170044,菜系
16570,167577,菜系
16570,167577,菜系
16572,170044,菜系
16579,170044,菜系
16580,170044,菜系
16580,175572,菜系
16581,170044,菜系
16582,170044,菜系
16587,170044,菜系
16588,167577,菜系
16591,164154,菜系
16593,167577,菜系
16593,167134,菜系
16594,167261,菜系
16595,170044,菜系
16596,170044,菜系
16597,170044,菜系
16600,170044,菜系
16601,170044,菜系
16607,170044,菜系
16608,170044,菜系
16612,170044,菜系
16613,167577,菜系
16614,165605,菜系
16616,170044,菜系
16617,170044,菜系
16622,170044,菜系
16626,163984,菜系
16633,165113,菜系
16634,170044,菜系
16636,167577,菜系
16639,170044,菜系
16641,167577,菜系
16642,170044,菜系
16643,164154,菜系
16644,167577,菜系
16645,170044,菜系
16651,170044,菜系
16655,167577,菜系
16661,170044,菜系
16662,167577,菜系
16669,170044,菜系
16670,170044,菜系
16671,170044,菜系
16672,166476,菜系
16677,170044,菜系
16679,170044,菜系
16683,170044,菜系
16684,167577,菜系
16685,170044,菜系
16687,167577,菜系
16691,170044,菜系
16692,167577,菜系
16693,170044,菜系
16695,170044,菜系
16698,170044,菜系
16700,170044,菜系
16702,170044,菜系
16709,170044,菜系
16713,170044,菜系
16714,170044,菜系
16716,167577,菜系
16719,166476,菜系
16720,170044,菜系
16722,167577,菜系
16724,170044,菜系
16724,170044,菜系
16726,167577,菜系
16727,170044,菜系
